"","portal","processo","edital","cdo","orgao","id","link_repositorio_edital","tipo","orgao_sigla","descricao_do_objeto","entrega_de_proposta","abertura","situacao","data_abertura","data_entrega_proposta","base_final","final_url_edital","link_completo_para_editais"
"38","1","26625","0003/2022","4891","Secretaria de Estado da Saúde - SES","00032022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26625&cdo=4891&edital=0003/2022","Pregão Eletrônico             (Serviços)","SES","Contratação de serviços de internação psiquiátrica para a Gerência de Regulação de UTI (GEUTI).","28/01/2022 17:30:00","09/03/2022 09:30:00","PUBLICADO RESULTADO LICITAÇÃO / EXTRATO ATA RP","09/03/2022","28/01/2022",NA,"docsb.asp?orgao=SES&anexo=26625-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26625-02-1.doc"
"39","1","26534","0003/2022","5301","Secretaria de Estado da Infraestrutura e Mobilidade - SIE","00032022_5301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26534&cdo=5301&edital=0003/2022","Pregão Eletrônico             (Compras)","SIE","Ata  de  Registro  de  Preço  para  o  fornecimento de Pré Misturado  a  Frio ensacado  para  utilização  das  Coordenadorias  Regionais  da  SIE, conforme especificações constantes dos Anexos I e V.","12/01/2022 08:00:00","27/01/2022 14:30:00","HOMOLOGADO","27/01/2022","12/01/2022",NA,"docsb.asp?orgao=SIE&anexo=26534-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SIE&anexo=26534-02-1.pdf"
"40","2","","0003/2022","4002","Tribunal de Contas do Estado de Santa Catarina - TCE","00032022_4002","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4002&edital=0003/2022","Pregão Eletrônico(Serviços)","TCE","Contratação de empresa especializada em consultoria na construção e sustentação de dashboards em QlikSense, bem como desenvolvimento na plataforma QlikSense e nas suas ferramentas de apoio como Nprinting, e desenvolvimento Web de Dashboards (Mashups)","17/02/2022 14:00:00","17/02/2022 14:00:00","SUSPENSO SINE-DIE (INIBE DOWNLOAD DO EDITAL)","17/02/2022","17/02/2022",NA,"docsb.asp?orgao=TCE&anexo=EditalPE032022Qlik.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=TCE&anexo=EditalPE032022Qlik.pdf"
"41","1","26995","0004/2022","301","Centro de Informática e Automação de Santa Catarina - CIASC","00042022_301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26995&cdo=301&edital=0004/2022","Pregão Eletrônico             (Compras)","CIASC","A presente licitação tem como objeto a seleção da proposta mais vantajosa para a aquisição monitores e kits de teclado e mouse sem fio, conforme condições e especificações estabelecidas no Termo de Referência, demais anexos e condições previstas neste Edital.","10/03/2022 08:00:00","06/04/2022 14:00:00","EM RECEBIMENTO DE PROPOSTA E-LIC","06/04/2022","10/03/2022",NA,"docsb.asp?orgao=CIASC&anexo=26995-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=CIASC&anexo=26995-02-1.pdf"
"42","1","26938","0004/2022","5501","Defesa Cívil - DC","00042022_5501","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26938&cdo=5501&edital=0004/2022","Pregão Eletrônico             (Compras)","DC","Contratação de empresa para prestação de serviços de implantação e operação da rede de monitoramento hidrometeorológico do Vale do Itajaí para a Defesa Civil do Estado de Santa Catarina.","02/03/2022 08:00:00","15/03/2022 13:45:00","HOMOLOGADO","15/03/2022","02/03/2022",NA,"docsb.asp?orgao=DC&anexo=26938-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=DC&anexo=26938-02-1.pdf"
"43","2","","0004/2022","9","Empresa de Pesquisa Agropecuária e Extensão Rural de Santa Catarina - EPAGRI","00042022_9","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=9&edital=0004/2022","Pregão Eletrônico(Serviços)","EPAGRI","exclusivo me/epp contratação de empresa especializada para realizar serviços de manutenção corretiva em implementos agrícolas, motores e outros equipamentos da linha agrícola, com reposição de peças/acessórios para a epagri  centro de pesquisa para agricultura familiar e cetrec - centro de treinamento de chapecó/sc, conforme quantitativos e especi...","15/03/2022 09:00:00","15/03/2022 14:00:00","HOMOLOGADO","15/03/2022","15/03/2022",NA,"docsb.asp?orgao=EPAGRI&anexo=0004_2022PE.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=EPAGRI&anexo=0004_2022PE.doc"
"44","1","26972","0004/2022","4521","Fundação Catarinense de Educação Especial - FCEE","00042022_4521","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26972&cdo=4521&edital=0004/2022","Pregão Eletrônico             (Compras)","FCEE","AQUISIÇÃO DE VIDROS E ESPELHOS, COM INSTALAÇÃO INCLUSA, PARA O CAMPUS DA FCEE.","05/03/2022 13:30:00","17/03/2022 13:45:00","HOMOLOGADO","17/03/2022","05/03/2022",NA,"docsb.asp?orgao=FCEE&anexo=26972-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=FCEE&anexo=26972-02-1.pdf"
"45","1","26429","0004/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00042022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26429&cdo=1606&edital=0004/2022","Pregão Eletrônico             (Compras)","PMSC","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE GÊNEROS ALIMENTÍCIOS PARA A CRECHE DA PMSC","23/12/2021 08:00:00","04/01/2022 13:30:00","PUBLICADO RESULTADO LICITAÇÃO / EXTRATO ATA RP","04/01/2022","23/12/2021",NA,"docsb.asp?orgao=PMSC&anexo=26429-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26429-02-1.pdf"
"46","2","","0004/2022","4130","PSFS Porto de São Francisco do Sul S/A","00042022_4130","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4130&edital=0004/2022","Pregão Eletrônico(Serviços)","PSFS","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE, TRATAMENTO E DESTINAÇÃO FINAL DE RESIDUOS SÓLIDOS DA SCPAR PSFS - SC, EM ATENDIMENTO AS EXIGÊNCIAS DOS ÓRGÃO AMBIENTAIS (IBAMA, ANVISA) SOBRE AS BOAS PRÁTICAS DO GERENCIAMENTO DE RESÍDUOS SÓLIDOS DA SCPAR PORTO DE SÃO FRANCISCO DO SUL S.A.","01/02/2022 08:00:00","01/02/2022 10:00:00","ANALISANDO RECURSO DA HABILITAÇÃO","01/02/2022","01/02/2022",NA,"docsb.asp?orgao=PSFS&anexo=EDITAL00042022.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PSFS&anexo=EDITAL00042022.pdf"
"47","1","27010","0004/2022","2300","Agência de Desenvolvimento do Turismo - SANTUR","00042022_2300","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27010&cdo=2300&edital=0004/2022","Pregão Eletrônico             (Compras)","SANTUR","Aquisição de Equipamentos e Acessórios de Fotografia e Vídeo.","12/03/2022 14:00:00","24/03/2022 14:15:00","EM SESSÃO PREGÃO","24/03/2022","12/03/2022",NA,"docsb.asp?orgao=SANTUR&anexo=27010-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SANTUR&anexo=27010-02-1.pdf"
"48","1","27022","0004/2022","801","Secretaria de Estado da Administração Prisional e Socioeducativa - SAP","00042022_801","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27022&cdo=801&edital=0004/2022","Pregão Eletrônico             (Compras)","SAP-PACH","Registro de Preços para futura e eventual aquisição de insumos para a Oficina Laboral de Artefatos de Cimento da Penitenciária Agrícola de Chapecó.","15/03/2022 08:00:00","25/03/2022 13:40:00","EM RECEBIMENTO DE PROPOSTA E-LIC","25/03/2022","15/03/2022",NA,"docsb.asp?orgao=SAP-PACH&anexo=27022-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SAP-PACH&anexo=27022-02-1.pdf"
"49","1","26653","0004/2022","1700","Secretaria de Estado da Administração - SEA","00042022_1700","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26653&cdo=1700&edital=0004/2022","Pregão Eletrônico             (Compras)","SEA-DGLC","Aquisição de Livros técnicos para todas as unidades escolares que ofertam o Curso do Magistério-Habilitação Educação Infantil e Anos Iniciais e Magistério Educação Especial da Rede Estadual de Ensino, para atender às necessidades da Secretaria de Estado da Educação.","21/01/2022 14:00:00","02/02/2022 13:30:00","EM SESSÃO PREGÃO","02/02/2022","21/01/2022",NA,"docsb.asp?orgao=SEA-DGLC&anexo=26653-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SEA-DGLC&anexo=26653-02-1.pdf"
"50","2","","0004/2022","5301","Secretaria de Estado da Infraestrutura e Mobilidade - SIE","00042022_5301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=5301&edital=0004/2022","Concorrência(Serviços)","SIE","Contratação de Empresa Especializada para Execução da Iluminação Cênica da
Ponte Hercílio Luz em Florianópolis/SC,","15/02/2022 14:00:00","15/02/2022 14:30:00","AGUARDANDO ABERTURA DA HABILITAÇÃO","15/02/2022","15/02/2022",NA,"docsb.asp?orgao=SIE&anexo=Edital_CC_004_2022.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SIE&anexo=Edital_CC_004_2022.pdf"
"51","1","27067","0005/2022","302","Agência de Fomento do Estado de Santa Catarina - BADESC","00052022_302","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27067&cdo=302&edital=0005/2022","Pregão Presencial             (Serviços)","BADESC","Contratação de serviços de manutenção preventiva e/ou corretiva mensal para o sistema elétrico do Badesc","29/03/2022 13:55:00","29/03/2022 14:00:00","AGUARDANDO ABERTURA SESSÃO PREGÃO","29/03/2022","29/03/2022",NA,"docsb.asp?orgao=BADESC&anexo=27067-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=BADESC&anexo=27067-02-1.pdf"
"52","2","","0005/2022","9","Empresa de Pesquisa Agropecuária e Extensão Rural de Santa Catarina - EPAGRI","00052022_9","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=9&edital=0005/2022","Pregão Eletrônico(Compras)","EPAGRI","Aquisição de solução de autenticação e controle de acesso à rede para a Epagri Sede, conforme quantitativos e especificações constantes nos ANEXOS I e II deste Edital. LICITACOES-E 92.35.39","11/03/2022 09:00:00","14/03/2022 14:00:00","HOMOLOGADO","14/03/2022","11/03/2022",NA,"docsb.asp?orgao=EPAGRI&anexo=0005_2022PE.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=EPAGRI&anexo=0005_2022PE.doc"
"53","1","26992","0005/2022","201","Procuradoria Geral do Estado de Santa Catarina - PGE","00052022_201","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26992&cdo=201&edital=0005/2022","Pregão Eletrônico             (Serviços)","PGE","Contratação de empresa especializada em serviços gráficos, impressão, acabamento, embalagem e entrega de material para atender demanda do Centro de Estudos da Procuradoria-Geral do Estado de Santa Catarina - PGE/SC.","09/03/2022 08:00:00","21/03/2022 13:15:00","EM SESSÃO PREGÃO","21/03/2022","09/03/2022",NA,"docsb.asp?orgao=PGE&anexo=26992-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PGE&anexo=26992-02-1.pdf"
"54","1","26529","0005/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00052022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26529&cdo=1606&edital=0005/2022","Pregão Eletrônico             (Compras)","PMSC","Processo Licitatório visando a contratação de empresa especializada para fornecimento de gêneros alimentícios para atendimento de necessidades das Unidades da PMSC na espécie Cestas Reduzidas para o ano de 2022.","11/01/2022 08:00:00","25/01/2022 15:35:00","PUBLICADO RESULTADO LICITAÇÃO / EXTRATO ATA RP","25/01/2022","11/01/2022",NA,"docsb.asp?orgao=PMSC&anexo=26529-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26529-02-1.pdf"
"55","2","","0005/2022","4130","PSFS Porto de São Francisco do Sul S/A","00052022_4130","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4130&edital=0005/2022","Pregão Eletrônico(Compras)","PSFS","AQUISIÇÃO DE 08 (OITO) BEBEDOUROS INDUSTRIAIS PARA A SCPAR PORTO DE SÃO FRANCISCO DO SUL S.A., devendo ser executado de acordo com as condicionantes estabelecidas no Termo de Referência, ANEXO I do presente Edital. LICITAÇÃO ELETRÔNICA N° 918089","03/02/2022 08:00:00","03/02/2022 10:00:00","HOMOLOGADO","03/02/2022","03/02/2022",NA,"docsb.asp?orgao=PSFS&anexo=EDITAL00052022.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PSFS&anexo=EDITAL00052022.pdf"
"56","1","26643","0005/2022","1700","Secretaria de Estado da Administração - SEA","00052022_1700","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26643&cdo=1700&edital=0005/2022","Pregão Eletrônico             (Compras)","SEA-DGLC","aquisição de livros infantis para implementação do Currículo Base do Território Catarinense e da Política de Alfabetização da Rede Estadual - Anos Iniciais do Ensino Fundamental, para a Rede Estadual de Ensino.","21/01/2022 14:00:00","02/02/2022 13:30:00","EM SESSÃO PREGÃO","02/02/2022","21/01/2022",NA,"docsb.asp?orgao=SEA-DGLC&anexo=26643-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SEA-DGLC&anexo=26643-02-1.pdf"
"57","1","26560","0005/2022","5301","Secretaria de Estado da Infraestrutura e Mobilidade - SIE","00052022_5301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26560&cdo=5301&edital=0005/2022","Pregão Eletrônico             (Serviços)","SIE","coordenação, supervisão, controle e de subsídios à fiscalização de obras rodoviárias na execução dos trabalhos rodoviários de restauração com aumento de capacidade, incluindo os serviços  de terraplenagem, pavimentação asfáltica, drenagem, obras de arte correntes, sinalização, obras complementares, serviços auxiliares, meio ambiente, interferências...","15/01/2022 08:00:00","28/01/2022 14:30:00","HOMOLOGADO","28/01/2022","15/01/2022",NA,"docsb.asp?orgao=SIE&anexo=26560-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SIE&anexo=26560-02-1.pdf"
"58","2","","0005/2022","4002","Tribunal de Contas do Estado de Santa Catarina - TCE","00052022_4002","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4002&edital=0005/2022","Pregão Eletrônico(Compras)","TCE","Registro de preços para fornecimento de água mineral","18/02/2022 14:00:00","18/02/2022 14:00:00","HOMOLOGADO","18/02/2022","18/02/2022",NA,"docsb.asp?orgao=TCE&anexo=EditalPE052022Agua.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=TCE&anexo=EditalPE052022Agua.pdf"
"59","2","","0006/2022","4422","Companhia Integrada de Desenv. Agricola de Santa Catarina - CIDASC","00062022_4422","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4422&edital=0006/2022","Pregão Eletrônico(Compras)","CIDASC","Aquisição de garantia de servidores HP","23/02/2022 09:59:00","23/02/2022 10:00:00","HOMOLOGADO","23/02/2022","23/02/2022",NA,"docsb.asp?orgao=CIDASC&anexo=Edital0006(1).pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=CIDASC&anexo=Edital0006(1).pdf"
"60","2","","0006/2022","9","Empresa de Pesquisa Agropecuária e Extensão Rural de Santa Catarina - EPAGRI","00062022_9","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=9&edital=0006/2022","Pregão Eletrônico(Compras)","EPAGRI","EXCLUSIVO ME/EPP Aquisição de gêneros alimentícios e produtos de higiene e limpeza para a Epagri  Centro de Treinamento, Gerência Regional e Estação Experimental de Campos Novos/SC, conforme quantitativos e especificações constantes nos ANEXOS I e II deste Edital. ID LICITACOES-E 92.32.89","10/03/2022 09:00:00","11/03/2022 09:00:00","AGUARDANDO HOMOLOGAÇÃO","11/03/2022","10/03/2022",NA,"docsb.asp?orgao=EPAGRI&anexo=0006_2022PE.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=EPAGRI&anexo=0006_2022PE.doc"
"61","1","26984","0006/2022","1605","Polícia Civil - PC","00062022_1605","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26984&cdo=1605&edital=0006/2022","Pregão Eletrônico             (Serviços)","PC","contratação  de  serviços  técnicos  especializados  na  área  de  tecnologia  da informação objetivando a manutenção preventiva e corretiva dos equipamentos de informáticae correlatos, com fornecimento de peças e componentes. assessoria, desenvolvimento e manutenção de sistemas e execução continuada de atividades de suporte técnico remoto e presen...","08/03/2022 14:00:00","24/03/2022 14:00:00","SUSPENSO - SINE DIE","24/03/2022","08/03/2022",NA,"docsb.asp?orgao=PC&anexo=26984-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PC&anexo=26984-02-1.pdf"
"62","1","26507","0006/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00062022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26507&cdo=1606&edital=0006/2022","Pregão Eletrônico             (Compras)","PMSC","CONTRATAÇÃO DE SOLUÇÕES DE BACKUP E SERVIDORES DE ALTO PROCESSAMENTO DE DADOS PARA INTERLIGAÇÃO DAS UNIDADES POLICIAIS MILITARES AOS SERVIÇOS DA PMSC","07/01/2022 08:00:00","31/03/2022 13:35:11","EM RECEBIMENTO DE PROPOSTA E-LIC","31/03/2022","07/01/2022",NA,"docsb.asp?orgao=PMSC&anexo=26507-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26507-02-1.pdf"
"63","2","","0006/2022","4130","PSFS Porto de São Francisco do Sul S/A","00062022_4130","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4130&edital=0006/2022","Pregão Eletrônico(Compras)","PSFS","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO PARCELADO DE MATERIAIS DE LIMPEZA, HIGIENE E COPA, PARA OS LOTES DE 01 A 03 E DE ENTREGA IMEDIATA PARA OS LOTES DE 04 A 05, PARA ABASTECER O ESTOQUE DO ALMOXARIFADO DA SCPAR PORTO DE SÃO FRANCISCO DO SUL S.A. E TERMINAL GRANELEIRO","07/02/2022 08:00:00","07/02/2022 10:00:00","EM SESSÃO","07/02/2022","07/02/2022",NA,"docsb.asp?orgao=PSFS&anexo=EDITAL00062022.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PSFS&anexo=EDITAL00062022.pdf"
"64","1","26824","0006/2022","801","Secretaria de Estado da Administração Prisional e Socioeducativa - SAP","00062022_801","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26824&cdo=801&edital=0006/2022","Pregão Eletrônico             (Compras)","SAP-DIPF","o presente edital objetiva, a contratação de empresa (s) para a aquisição de cimento e argamassas (cimentcola), visando suprir as demandas ordinárias referente as manutenções das infraestruturas prediais, que eventualmente exigem reparos e adaptações, a fim de proporcionar a conservação e o pleno funcionamento das unidades prisionais da região da g...","10/02/2022 08:00:00","08/03/2022 14:15:00","PUBLICADO RESULTADO LICITAÇÃO / EXTRATO ATA RP","08/03/2022","10/02/2022",NA,"docsb.asp?orgao=SAP-DIPF&anexo=26824-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SAP-DIPF&anexo=26824-02-1.pdf"
